run_id,asset_id,horizon,window_type,candidate_feature_set,model_name,feature_selection_method,n_features,n_samples,directional_accuracy,balanced_accuracy,brier_score,calibration_error,sharpe,max_drawdown,net_return,beats_buy_hold,beats_momentum_30d,beats_momentum_90d,beats_random_baseline,beats_current_reference,material_worsening,regime_stability_pass,bootstrap_ci_low,bootstrap_ci_high,permutation_p_value,promotion_eligible,reliability_label,window_fingerprint,rejection_reason
btc_research_20260506T165426Z,btc,30,official_monthly,all_features,logistic_linear,all_features_reference,205,100,0.48,0.477390956382553,0.271282071563348,0.11164839079731666,0.5770170498640409,-0.6655643410996571,3.3497707672048485,False,False,False,True,False,False,False,,,,False,Low confidence,,current_all_features_reference
btc_research_20260506T165426Z,btc,30,official_monthly,all_features,hgb,all_features_reference,205,100,0.47,0.46678671468587435,0.2691668830613972,0.11506500984864201,0.6049568819593709,-0.45588676647540793,3.894536722062707,False,False,False,True,False,False,False,,,,False,Low confidence,,current_all_features_reference
btc_research_20260506T165426Z,btc,30,official_monthly,all_features,random_forest,all_features_reference,205,100,0.44,0.4357743097238896,0.2687369389740363,0.10987748510790857,0.530592032957933,-0.5803342735480166,2.4626432427688516,False,False,False,False,False,False,False,,,,False,Low confidence,,current_all_features_reference
btc_research_20260506T165426Z,btc,30,official_monthly,btc_dollar_rates_cycle,logistic_linear,nested_train_only_pruned,12,100,0.57,0.5680272108843537,0.24639231751490004,0.12512861858408006,0.7879714973444173,-0.4712962464856435,10.35146661149525,True,True,True,True,True,False,True,0.46225,0.6777500000000001,0.099601593625498,False,Medium confidence,c07a00dcd6b31e8a,failed_bootstrap_or_permutation_stability_check
btc_research_20260506T165426Z,btc,30,official_monthly,core_price_macro_risk,logistic_linear,nested_train_only_pruned,30,100,0.56,0.5562224889955982,0.2543344440803553,0.07775602187199103,0.7318684928980699,-0.550217871690059,7.715984706863406,True,True,True,True,True,False,False,0.44225000000000003,0.6577500000000001,0.1593625498007968,False,Low confidence,c07a00dcd6b31e8a,failed_official_model_selection_gates; failed_bootstrap_or_permutation_stability_check; failed_regime_stability_check
btc_research_20260506T165426Z,btc,30,official_monthly,price_plus_dollar_rates,logistic_linear,nested_train_only_pruned,16,100,0.53,0.5256102440976391,0.2539968251493725,0.09511017666964626,0.7235667481066108,-0.5447818290401315,7.078694049319012,True,True,False,True,True,False,True,0.43,0.63,0.3545816733067729,False,Low confidence,c07a00dcd6b31e8a,failed_official_model_selection_gates; failed_bootstrap_or_permutation_stability_check
btc_research_20260506T165426Z,btc,30,official_monthly,price_plus_stablecoins,logistic_linear,nested_train_only_pruned,8,100,0.57,0.5672268907563025,0.23874692482335624,0.08141017199706582,0.8281278855154411,-0.5404726957345857,13.218149029190716,True,True,True,True,True,False,False,0.47225,0.66,0.10358565737051793,False,Medium confidence,c07a00dcd6b31e8a,failed_bootstrap_or_permutation_stability_check; failed_regime_stability_check
btc_research_20260506T165426Z,btc,30,official_monthly,btc_derivatives_pack,logistic_linear,nested_train_only_pruned,25,0,,,,,,,,False,False,False,False,False,False,False,,,,False,Low confidence,c07a00dcd6b31e8a,model_did_not_produce_predictions
btc_research_20260506T165426Z,btc,30,official_monthly,btc_dollar_rates_cycle_plus_derivatives_pack,logistic_linear,nested_train_only_pruned,12,100,0.57,0.5680272108843537,0.24639231751490004,0.12512861858408006,0.7879714973444173,-0.4712962464856435,10.35146661149525,True,True,True,True,True,False,True,0.46225,0.6777500000000001,0.099601593625498,False,Medium confidence,c07a00dcd6b31e8a,failed_bootstrap_or_permutation_stability_check; derivative_pack_did_not_improve_beyond_best_non_derivatives_candidate
btc_research_20260506T165426Z,btc,30,official_monthly,btc_macro_liquidity,logistic_linear,nested_train_only_pruned,16,100,0.5,0.4949979991996799,0.26118768606792675,0.09034892755065399,0.5904380092802852,-0.7027185341548736,3.664387526139862,False,False,False,True,True,False,False,0.40225,0.61,0.5896414342629482,False,Low confidence,c07a00dcd6b31e8a,failed_official_model_selection_gates; failed_bootstrap_or_permutation_stability_check; failed_regime_stability_check
btc_research_20260506T165426Z,btc,30,official_monthly,btc_macro_liquidity_v2,logistic_linear,nested_train_only_pruned,16,100,0.5,0.4949979991996799,0.26118768606792675,0.09034892755065399,0.5904380092802852,-0.7027185341548736,3.664387526139862,False,False,False,True,True,False,False,0.40225,0.61,0.5896414342629482,False,Low confidence,c07a00dcd6b31e8a,failed_official_model_selection_gates; failed_bootstrap_or_permutation_stability_check; failed_regime_stability_check
btc_research_20260506T165426Z,btc,30,official_monthly,btc_dollar_rates_cycle_v2,logistic_linear,nested_train_only_pruned,21,100,0.52,0.5158063225290116,0.26009561051625624,0.0755531710051737,0.6232674648059203,-0.528722395447913,4.271772038022538,True,False,False,True,True,False,False,0.41,0.61,0.4103585657370518,False,Low confidence,c07a00dcd6b31e8a,failed_official_model_selection_gates; failed_bootstrap_or_permutation_stability_check; failed_regime_stability_check
btc_research_20260506T165426Z,btc,30,official_monthly,btc_derivatives_v2_pack,logistic_linear,nested_train_only_pruned,25,0,,,,,,,,False,False,False,False,False,False,False,,,,False,Low confidence,c07a00dcd6b31e8a,model_did_not_produce_predictions
btc_research_20260506T165426Z,btc,30,official_monthly,btc_dollar_rates_cycle_plus_derivatives_v2,logistic_linear,nested_train_only_pruned,12,100,0.57,0.5680272108843537,0.24639231751490004,0.12512861858408006,0.7879714973444173,-0.4712962464856435,10.35146661149525,True,True,True,True,True,False,True,0.46225,0.6777500000000001,0.099601593625498,False,Medium confidence,c07a00dcd6b31e8a,failed_bootstrap_or_permutation_stability_check; derivative_pack_did_not_improve_beyond_best_non_derivatives_candidate
